Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1099,50,5,50.0,6000,2,0,4,4,1,5,1,4,3,3,1,1,4,6,1936,1950,2,2,9,9,3,0.0,4,5,1,4,4,4,2,672,6,0,0,672,2,5,2,5,757,567,0,1324,0,0,1,0,3,1,4,6,7,0,0,6,1936.0,3,1,240,5,5,3,0,0,0,0,0,0,0,0,0,0,7,2009,9,5,128000
1100,20,4,82.0,11880,2,0,1,4,1,5,1,15,7,3,1,3,7,5,1978,1978,2,2,10,11,2,206.0,4,5,2,3,4,4,1,704,6,0,567,1271,2,5,2,5,1601,0,0,1601,0,0,2,0,3,1,4,7,7,1,5,2,1978.0,2,2,478,5,5,3,0,0,0,0,0,0,0,0,0,0,4,2009,1,1,157000
1101,30,4,60.0,8400,2,0,4,1,1,5,1,19,3,3,1,3,2,5,1920,1950,2,2,14,15,3,0.0,4,5,2,4,1,4,5,290,6,0,0,290,2,5,1,2,438,0,0,438,0,0,1,0,1,1,2,3,7,0,0,6,1930.0,3,1,246,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2009,9,5,60000
1102,20,4,61.0,9758,2,0,1,4,1,5,1,13,3,3,1,3,5,5,1971,1971,2,2,7,9,3,0.0,4,5,2,4,4,4,2,412,4,287,251,950,2,5,2,5,950,0,0,950,0,0,1,0,3,1,4,5,7,0,0,6,1981.0,3,1,280,5,5,3,0,0,0,0,0,0,0,0,0,0,7,2007,9,5,119500
1103,20,4,70.0,7000,2,0,4,4,1,5,1,13,3,3,1,3,5,7,1960,2002,2,2,14,15,2,45.0,4,5,2,4,4,4,5,588,6,0,422,1010,2,1,2,5,1134,0,0,1134,0,0,1,0,2,1,4,6,7,0,0,2,1960.0,2,1,254,5,5,3,0,16,0,0,0,0,0,4,0,0,4,2007,9,4,135000
1104,20,4,79.0,8910,2,0,4,4,1,1,1,13,3,3,1,3,6,6,1959,1959,4,2,4,4,3,0.0,4,5,2,4,4,3,1,655,6,0,0,655,2,1,2,5,1194,0,0,1194,0,1,1,0,3,1,4,6,7,1,2,4,1954.0,1,2,539,5,5,3,0,0,192,0,0,0,0,0,0,0,7,2006,9,5,159500
1105,160,5,24.0,2016,2,0,4,4,1,5,1,3,3,3,5,6,5,5,1970,1970,2,2,7,7,2,304.0,4,5,2,4,4,4,6,0,6,0,630,630,2,5,2,5,630,672,0,1302,0,0,2,1,3,1,4,6,7,0,0,6,1970.0,3,2,440,5,5,3,0,0,0,0,0,0,0,0,0,0,4,2007,9,5,106000
1106,60,4,98.0,12256,2,0,1,4,1,1,1,16,3,3,1,6,8,5,1994,1995,2,2,7,7,2,362.0,3,5,3,1,4,1,3,1032,6,0,431,1463,2,1,2,5,1500,1122,0,2622,1,0,2,1,3,1,3,9,7,2,5,2,1994.0,2,2,712,5,5,3,186,32,0,0,0,0,0,0,0,0,4,2010,9,5,325000
1107,20,4,114.0,10357,2,0,1,4,1,1,1,21,2,3,1,3,7,5,1990,1991,4,2,7,7,3,0.0,3,5,3,3,4,3,3,738,6,0,172,910,2,3,2,5,1442,0,0,1442,1,0,2,0,3,1,3,6,7,1,5,2,1990.0,1,2,719,5,5,3,0,244,0,0,0,0,0,0,0,0,5,2007,9,5,179900
1108,60,4,168.0,23257,2,0,3,2,1,2,1,9,3,3,1,6,7,5,2006,2006,2,2,13,14,3,0.0,3,5,3,1,2,4,6,0,6,0,868,868,2,1,2,5,887,1134,0,2021,0,0,2,1,3,1,3,9,7,1,3,4,2006.0,2,2,422,5,5,3,0,100,0,0,0,0,0,0,0,0,9,2006,7,6,274725
1109,60,4,69.0,8063,2,0,4,4,1,5,1,9,3,3,1,6,6,5,2000,2000,2,2,13,14,3,0.0,4,5,3,3,4,4,6,0,6,0,924,924,2,1,2,5,948,742,0,1690,0,0,2,1,3,1,4,7,7,1,5,2,2000.0,2,2,463,5,5,3,100,48,0,0,0,0,0,0,0,0,11,2007,9,1,181000
1110,20,4,107.0,11362,2,0,1,4,1,5,1,17,3,3,1,3,8,5,2004,2005,2,2,9,9,4,42.0,3,5,3,1,4,3,3,1039,6,0,797,1836,2,1,2,5,1836,0,0,1836,1,0,2,0,3,1,3,7,7,1,3,2,2004.0,1,3,862,5,5,3,125,185,0,0,0,0,0,0,0,0,3,2009,9,5,280000
1111,60,4,69.0,8000,2,0,4,4,1,5,1,9,3,3,1,6,6,5,1995,1996,2,2,7,7,3,0.0,4,5,3,3,4,4,3,219,6,0,554,773,2,3,2,5,773,885,0,1658,1,0,2,1,3,1,4,8,7,1,5,2,1995.0,1,2,431,5,5,3,224,84,0,0,0,0,0,0,0,0,6,2008,9,5,188000
1112,60,4,80.0,10480,2,0,4,4,1,5,1,15,3,3,1,6,7,6,1976,1976,4,2,10,11,2,660.0,4,5,2,4,4,4,1,403,6,0,400,803,2,5,2,5,1098,866,0,1964,0,0,2,1,4,1,4,8,7,1,3,2,1976.0,2,2,483,5,5,3,0,69,0,0,0,0,0,0,0,0,9,2008,9,5,205000
1113,20,4,73.0,7100,2,0,1,4,1,1,1,13,3,3,1,3,5,7,1957,1957,2,2,15,16,3,0.0,4,5,2,4,4,4,3,708,6,0,108,816,2,5,2,1,816,0,0,816,1,0,1,0,2,1,4,5,7,0,0,6,1957.0,3,1,308,5,5,3,0,0,0,0,0,0,0,0,0,0,7,2006,9,5,129900
1114,20,4,66.0,8923,2,0,4,4,1,5,1,13,3,3,1,3,5,7,1953,2006,2,2,14,15,3,0.0,4,5,2,4,4,4,2,643,6,0,365,1008,2,3,2,5,1008,0,0,1008,1,0,1,0,2,1,3,6,7,0,0,2,1953.0,3,1,240,5,5,3,0,18,0,0,0,0,0,0,0,0,5,2007,9,5,134500
1115,20,4,90.0,5400,2,0,4,4,1,5,1,18,3,3,1,3,5,7,1954,2000,2,2,9,9,3,0.0,4,3,2,4,4,4,5,415,6,0,418,833,2,1,2,5,833,0,0,833,0,0,1,0,2,1,3,4,7,0,0,6,1955.0,3,1,326,5,5,3,0,0,0,0,0,0,0,3,0,0,8,2006,9,5,117000
1116,20,4,93.0,12085,2,0,4,4,1,5,1,17,3,3,1,3,8,5,2007,2007,4,2,13,14,4,328.0,3,5,3,1,4,4,3,1004,6,0,730,1734,2,1,2,5,1734,0,0,1734,1,0,2,0,3,1,1,7,7,1,3,2,2007.0,2,3,928,5,5,3,0,0,0,0,0,0,0,0,0,0,11,2007,7,6,318000
1117,80,4,69.0,7750,2,0,4,4,1,5,1,9,3,3,1,8,8,5,2002,2002,4,2,13,14,3,0.0,3,5,3,3,4,4,3,353,6,0,55,408,2,1,2,5,779,640,0,1419,1,0,2,1,3,1,3,7,7,1,5,4,2002.0,1,2,527,5,5,3,120,0,0,0,0,0,0,0,0,0,3,2009,9,5,184100
1118,20,4,57.0,9764,2,0,1,4,1,3,1,20,2,3,1,3,5,7,1967,2003,2,2,13,14,3,0.0,4,5,2,4,4,4,2,702,6,0,192,894,2,1,2,5,894,0,0,894,1,0,1,0,3,1,3,5,7,0,0,2,1967.0,2,2,450,5,5,3,0,0,0,0,0,0,0,0,0,0,5,2008,9,5,130000
1119,80,4,85.0,13825,2,0,4,4,1,5,1,20,3,3,1,8,5,6,1958,1987,2,2,9,9,3,0.0,4,3,2,4,4,4,6,0,6,0,533,533,2,5,2,5,1021,580,0,1601,0,1,1,0,3,1,4,6,4,0,0,4,1958.0,2,1,300,5,5,3,280,34,0,0,0,0,0,0,0,0,12,2008,9,5,140000
1120,20,4,70.0,7560,2,0,4,4,1,5,1,13,3,3,1,3,5,5,1959,1959,2,2,4,15,3,0.0,4,5,2,4,4,4,4,369,6,0,671,1040,2,5,2,1,1040,0,0,1040,0,0,1,0,3,1,4,6,7,0,0,2,1959.0,2,1,286,5,5,3,140,0,252,0,0,0,0,2,0,0,7,2006,9,5,133700
1121,30,5,59.0,8263,2,0,4,1,1,5,2,10,3,3,1,3,6,5,1920,1950,2,2,4,4,3,0.0,4,5,1,4,4,4,6,0,6,0,1012,1012,2,5,2,1,1012,0,0,1012,0,0,1,0,2,1,4,6,7,1,3,6,1920.0,3,1,308,5,5,3,0,22,112,0,0,0,0,3,0,0,5,2007,9,5,118400
1122,20,4,84.0,10084,2,0,4,4,1,5,1,6,3,3,1,3,7,5,2005,2006,2,2,13,14,2,196.0,3,5,3,3,4,1,3,24,6,0,1528,1552,2,1,2,5,1552,0,0,1552,0,0,2,0,3,1,3,7,7,0,0,2,2005.0,2,3,782,5,5,3,144,20,0,0,0,0,0,0,0,0,7,2006,7,6,212900
1123,20,4,69.0,8926,2,0,1,4,1,1,1,8,3,3,1,3,4,3,1956,1956,2,2,1,1,3,0.0,4,5,2,4,4,4,6,0,6,0,672,672,2,1,2,1,960,0,0,960,0,0,1,0,3,1,4,5,7,0,0,3,1956.0,3,1,288,5,5,3,64,0,0,0,160,0,0,3,0,0,10,2009,1,1,112000
1124,20,4,50.0,9405,2,0,4,4,1,5,1,8,3,3,1,3,5,9,1947,2008,4,2,13,14,3,0.0,4,1,2,4,4,4,6,0,6,0,698,698,2,1,2,5,698,0,0,698,0,1,1,0,2,1,4,4,7,0,0,0,1980.0,0,0,0,0,0,3,0,200,0,0,0,0,0,0,0,0,6,2009,9,5,118000
1125,80,4,69.0,9125,2,0,1,4,1,5,1,9,3,3,1,8,7,5,1992,1992,2,2,7,7,2,170.0,4,5,3,3,4,4,6,0,6,0,384,384,2,3,2,5,812,670,0,1482,0,0,2,1,3,1,3,7,7,1,5,2,1992.0,1,2,392,5,5,3,100,25,0,0,0,0,0,0,0,0,7,2007,9,5,163900
1126,20,4,60.0,10434,2,0,4,4,1,5,1,13,3,3,1,3,4,5,1955,1955,2,2,10,11,3,0.0,4,5,2,4,4,4,6,0,6,0,1005,1005,2,5,2,5,1005,0,0,1005,0,0,1,0,2,1,2,5,7,1,5,6,1977.0,3,2,672,2,2,3,0,0,0,0,0,0,0,0,0,0,11,2009,9,5,115000
1127,120,4,53.0,3684,2,0,4,4,1,5,1,1,3,3,5,3,7,5,2007,2007,4,2,13,14,2,130.0,3,5,3,3,4,4,6,0,6,0,1373,1373,2,1,2,5,1555,0,0,1555,0,0,2,0,2,1,3,7,7,1,5,2,2007.0,1,3,660,5,5,3,143,20,0,0,0,0,0,0,0,0,6,2009,9,5,174000
1128,20,4,182.0,14572,2,0,3,4,1,1,1,9,3,3,1,3,7,5,2004,2004,4,2,13,14,3,0.0,3,5,3,3,4,1,3,1300,6,0,230,1530,2,1,2,5,1530,0,0,1530,1,0,2,0,3,1,3,7,7,1,3,2,2004.0,1,3,630,5,5,3,144,36,0,0,0,0,0,0,0,0,11,2007,9,4,259000
1129,60,4,59.0,11796,2,0,1,4,1,5,1,9,3,3,1,6,7,5,2004,2005,2,2,13,14,3,0.0,3,5,3,3,4,1,6,0,6,0,847,847,2,1,2,5,847,1112,0,1959,0,0,2,1,4,1,3,8,7,1,3,4,2004.0,1,2,434,5,5,3,100,48,0,0,0,0,0,0,0,0,7,2007,9,5,215000
1130,90,5,60.0,7200,2,1,4,4,1,5,1,18,3,3,3,7,5,5,1980,1980,2,2,9,9,2,180.0,4,5,2,3,4,2,3,936,6,0,0,936,2,5,2,5,936,0,0,936,1,0,1,0,2,1,4,4,7,0,0,6,1980.0,3,2,672,5,5,3,49,0,0,0,0,0,0,0,0,0,8,2007,9,5,140000
1131,50,4,65.0,7804,2,0,4,4,1,5,1,19,3,3,1,1,4,3,1928,1950,2,2,15,11,3,0.0,4,5,1,4,4,4,2,622,6,0,500,1122,2,5,2,5,1328,653,0,1981,1,0,2,0,4,1,3,7,4,2,5,6,1981.0,3,2,576,5,5,3,431,44,0,0,0,0,0,3,0,0,12,2009,9,5,135000
1132,20,4,63.0,10712,2,0,4,4,1,5,1,12,3,3,1,3,5,5,1991,1992,2,2,7,7,3,0.0,4,5,3,3,4,3,2,212,6,0,762,974,2,5,2,5,974,0,0,974,0,0,1,0,3,1,4,5,7,0,0,0,1980.0,0,0,0,0,0,3,0,28,0,0,0,0,0,3,0,0,9,2007,8,1,93500
1133,70,5,90.0,9900,2,0,4,4,1,5,1,18,3,3,1,6,6,4,1880,1950,2,2,14,15,3,0.0,4,5,1,4,4,3,6,0,6,0,1008,1008,3,5,2,5,1178,1032,0,2210,0,0,2,0,5,1,2,8,7,0,0,6,1930.0,3,1,205,2,5,1,0,48,0,0,0,0,0,0,0,0,5,2007,9,5,117500
1134,60,4,80.0,9828,2,0,1,4,1,5,1,21,3,3,1,6,8,5,1995,1995,2,2,13,14,3,0.0,3,5,3,3,4,4,3,584,6,0,544,1128,2,1,2,5,1142,878,0,2020,0,0,2,1,3,1,3,8,7,1,5,2,1995.0,2,2,466,5,5,3,0,155,0,0,0,0,0,0,0,0,6,2009,9,5,239500
1135,60,4,57.0,8773,2,0,1,2,1,5,1,9,3,3,1,6,6,5,1997,1997,2,2,13,14,3,0.0,4,5,3,3,4,1,6,0,6,0,916,916,2,3,2,5,916,684,0,1600,0,0,2,1,3,1,4,7,7,1,5,2,1997.0,1,2,460,5,5,3,100,38,0,0,0,0,0,0,0,0,8,2007,9,5,169000
1136,30,5,60.0,6180,2,0,4,4,1,1,1,4,3,3,1,3,6,5,1926,1950,2,2,14,15,3,0.0,4,5,1,4,4,4,6,0,6,0,960,960,2,5,1,5,986,0,0,986,0,0,1,0,2,1,4,5,7,1,3,6,1926.0,3,1,180,5,5,3,0,128,0,0,0,0,0,0,0,0,5,2007,9,5,102000
1137,50,4,80.0,9600,2,0,4,4,1,5,1,13,3,3,1,1,6,5,1950,1950,2,2,13,14,3,0.0,4,5,2,4,4,4,2,280,6,0,752,1032,2,5,2,1,1032,220,0,1252,0,0,1,0,3,1,4,6,7,0,0,2,1950.0,3,1,288,5,5,3,0,0,96,0,0,0,0,0,0,0,4,2008,9,1,119000
1138,50,4,54.0,6342,2,0,4,4,1,5,1,20,2,3,1,1,5,8,1875,1996,2,2,13,14,3,0.0,4,3,2,4,4,4,6,0,6,0,780,780,2,3,1,5,780,240,0,1020,0,0,1,0,2,1,4,6,7,0,0,0,1980.0,0,0,0,0,0,1,0,0,176,0,0,0,0,0,0,0,5,2010,9,5,94000
1139,20,4,69.0,9819,2,0,1,4,1,5,2,12,3,3,1,3,6,5,1977,1977,2,2,10,8,3,0.0,4,5,3,4,4,2,1,1567,6,0,0,1567,2,5,2,5,1567,0,0,1567,1,0,2,0,2,1,3,5,7,2,5,2,1977.0,2,2,714,5,5,3,264,32,0,0,0,0,0,0,0,0,5,2009,9,5,196000
1140,30,4,98.0,8731,2,0,1,4,1,5,1,4,3,3,1,3,5,5,1920,1950,2,2,12,13,3,0.0,4,2,1,4,4,4,2,645,6,0,270,915,2,5,2,5,1167,0,0,1167,0,0,1,0,3,1,4,6,1,1,3,6,1972.0,3,2,495,5,5,3,0,0,216,0,126,0,0,0,0,0,5,2007,9,5,144000
1141,20,4,60.0,7350,2,0,4,4,1,1,1,13,3,3,1,3,5,7,1951,1951,2,2,7,7,3,0.0,4,5,2,4,4,3,1,852,6,0,100,952,2,5,2,5,952,0,0,952,1,0,1,0,2,1,4,4,7,0,0,6,1988.0,3,2,840,5,5,3,0,0,0,0,0,0,0,0,0,0,6,2008,1,1,139000
1142,60,4,69.0,10304,2,0,1,4,1,2,1,15,5,3,1,6,5,7,1976,1976,2,2,10,11,2,44.0,4,3,2,4,4,4,1,381,6,0,399,780,2,1,2,5,1088,780,0,1868,1,0,2,1,4,1,3,9,7,1,5,2,1976.0,3,2,484,5,5,3,448,96,0,0,0,0,0,0,0,0,10,2009,9,5,197500
1143,60,4,77.0,9965,2,0,4,4,1,5,1,6,3,3,1,6,8,5,2006,2007,4,2,13,14,4,340.0,3,5,3,1,4,2,3,1150,6,0,316,1466,2,1,2,5,1466,1362,0,2828,1,0,3,0,4,1,3,11,7,1,5,4,2006.0,2,3,1052,5,5,3,125,144,0,0,0,0,0,0,0,0,4,2007,7,6,424870
1144,20,4,69.0,9000,2,0,4,4,1,5,1,20,3,3,1,3,5,3,1959,1959,2,2,14,11,3,0.0,4,5,2,4,4,4,3,288,6,0,718,1006,2,5,2,5,1006,0,0,1006,0,0,1,0,3,1,4,5,7,0,0,0,1980.0,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,7,2008,9,5,80000
1145,190,4,60.0,12180,2,0,4,4,1,5,1,8,3,3,2,1,4,4,1941,1950,2,2,9,9,3,0.0,4,2,1,3,4,4,2,348,6,0,324,672,4,2,1,1,672,252,0,924,1,0,1,0,2,1,2,5,7,0,0,6,1941.0,3,1,280,5,5,3,0,0,0,0,0,0,0,3,0,0,7,2010,9,5,80000
1146,50,5,52.0,6240,2,0,4,4,1,5,1,4,3,3,1,1,5,6,1928,1950,2,2,9,9,3,0.0,4,5,1,4,4,4,6,0,6,0,1042,1042,2,1,2,5,1042,534,0,1576,0,0,1,0,3,1,4,8,7,1,3,6,1928.0,3,1,225,5,5,3,0,0,0,0,0,0,0,0,0,0,8,2006,9,4,149000
1147,20,4,69.0,11200,2,0,4,4,1,5,1,21,3,3,1,3,6,5,1985,1985,2,2,14,16,2,85.0,3,5,2,3,4,4,3,1258,6,0,40,1298,2,5,2,5,1298,0,0,1298,1,0,2,0,3,1,3,5,7,1,5,2,1985.0,3,2,403,5,5,3,165,26,0,0,0,0,0,0,0,0,5,2006,9,5,180000
1148,70,4,75.0,12000,2,0,4,1,1,5,1,7,3,3,1,6,7,7,1941,1950,2,2,9,9,3,0.0,4,5,2,4,4,4,5,275,6,0,429,704,2,1,2,5,860,704,0,1564,0,0,1,1,3,1,2,7,7,1,3,2,1941.0,3,1,234,5,5,3,0,0,0,0,0,0,0,0,0,0,7,2009,9,5,174500
1149,50,5,69.0,5700,2,0,4,4,1,5,1,18,3,3,1,1,7,7,1926,1950,2,2,14,15,3,0.0,4,5,3,4,4,4,6,0,6,0,572,572,2,5,2,5,572,539,0,1111,0,0,1,0,2,1,4,5,7,1,3,6,1982.0,3,1,288,5,5,3,0,0,176,0,0,0,0,0,0,0,8,2008,9,5,116900
1150,70,5,50.0,9000,2,0,4,4,1,5,1,18,1,3,1,6,7,9,1920,1988,4,2,13,14,3,0.0,4,3,3,4,4,4,1,624,6,0,26,650,2,1,2,5,832,650,0,1482,0,1,1,0,3,1,4,7,7,0,0,6,1930.0,3,2,324,5,5,3,0,0,0,0,0,0,0,0,0,0,7,2009,9,5,143000
1151,20,4,57.0,8280,2,0,1,4,1,5,1,13,3,3,1,3,6,5,1950,1950,2,2,4,4,3,0.0,4,5,2,4,4,4,6,0,6,0,932,932,2,1,2,1,932,0,0,932,0,0,1,0,2,1,3,4,7,1,3,2,1950.0,3,1,306,5,5,3,0,0,214,0,0,0,0,1,0,0,11,2007,9,5,124000
1152,20,4,134.0,17755,2,0,4,4,1,5,1,8,3,3,1,3,5,4,1959,1959,2,2,7,11,2,132.0,4,5,2,4,4,4,2,176,6,0,1290,1466,2,5,2,5,1466,0,0,1466,0,0,1,1,3,1,2,6,7,2,3,2,1959.0,1,2,528,5,5,3,0,140,0,0,100,0,0,0,0,0,11,2006,9,5,149900
1153,20,4,90.0,14115,2,0,1,4,1,5,1,7,3,3,1,3,6,7,1956,2004,2,2,11,12,3,0.0,4,5,3,4,4,4,1,296,3,547,230,1073,2,1,2,5,1811,0,0,1811,0,0,1,0,2,1,1,6,7,1,3,2,1956.0,1,2,470,5,5,3,0,0,280,0,0,0,0,0,0,0,7,2006,9,1,230000
1154,30,5,69.0,5890,2,0,4,4,1,1,1,10,3,3,1,3,6,8,1930,2007,2,2,14,15,3,0.0,3,3,1,4,4,1,1,538,6,0,278,816,2,1,2,5,816,0,0,816,0,0,1,0,2,1,4,5,7,0,0,6,2002.0,3,1,432,5,5,3,0,0,96,0,0,0,0,0,0,0,6,2008,9,5,120500
1155,60,4,69.0,13700,2,0,1,4,1,5,1,13,3,3,1,6,7,6,1965,1988,2,2,13,14,4,288.0,4,5,2,4,4,2,1,454,6,0,410,864,2,5,2,5,902,918,0,1820,0,0,1,2,4,1,3,8,7,2,3,2,1965.0,3,2,492,5,5,3,60,84,0,0,273,0,0,1,0,0,5,2008,9,5,201800
1156,20,4,90.0,10768,2,0,1,4,1,1,1,25,3,3,1,3,5,8,1976,2004,2,2,10,11,3,0.0,3,3,2,3,4,2,1,1157,6,0,280,1437,2,5,2,5,1437,0,0,1437,1,0,2,0,3,1,3,6,7,1,2,2,1976.0,2,2,528,5,5,3,0,21,0,0,180,0,0,0,0,0,7,2007,9,5,218000
1157,80,4,85.0,9350,2,0,4,4,1,5,1,13,3,3,1,8,5,8,1965,1999,2,2,4,4,3,0.0,4,3,3,4,4,2,1,633,6,0,586,1219,2,3,2,5,1265,0,0,1265,0,1,2,0,3,1,3,6,7,1,3,2,1965.0,2,2,502,5,5,3,0,92,0,96,0,0,0,3,0,0,10,2008,9,5,179900
1158,120,4,34.0,5001,2,0,1,4,1,5,1,17,3,3,4,3,7,5,2007,2008,2,2,13,14,4,166.0,3,5,3,3,4,4,3,904,6,0,410,1314,2,1,2,5,1314,0,0,1314,1,0,2,0,2,1,3,6,7,1,3,2,2008.0,2,2,626,5,5,3,172,62,0,0,0,0,0,0,0,0,7,2009,9,5,230000
1159,20,4,92.0,11932,2,0,4,4,1,3,1,22,2,3,1,3,8,5,2007,2008,2,2,13,14,4,186.0,3,5,3,3,4,4,6,0,6,0,1580,1580,2,1,2,5,1580,0,0,1580,0,0,2,0,3,1,3,7,7,0,0,2,2008.0,2,3,830,5,5,3,0,24,0,0,0,0,0,0,0,0,6,2008,4,6,235128
1160,60,4,76.0,9120,2,0,4,4,1,5,1,15,3,3,1,6,6,6,1974,1974,4,2,7,7,2,270.0,3,5,2,4,4,4,1,442,6,0,459,901,2,5,2,5,943,933,0,1876,0,0,2,1,4,1,3,8,7,1,5,2,1974.0,2,2,540,3,5,3,0,69,0,0,0,0,0,0,0,0,7,2008,9,5,185000
1161,160,4,24.0,2280,2,0,4,4,1,5,1,14,3,3,4,6,6,5,1978,1978,2,2,10,3,3,0.0,4,5,2,3,4,4,1,311,6,0,544,855,2,2,2,5,855,601,0,1456,0,0,2,1,3,1,4,7,7,1,5,2,1978.0,3,2,440,5,5,3,26,0,0,0,0,0,0,0,0,0,7,2010,9,5,146000
1162,20,4,69.0,14778,2,0,1,3,1,2,1,7,5,3,1,3,6,7,1954,2006,4,2,7,7,2,72.0,3,5,2,4,4,4,2,728,6,0,568,1296,2,1,2,5,1640,0,0,1640,1,0,1,0,3,1,3,7,7,1,3,6,1993.0,3,2,924,5,5,3,108,0,0,216,0,0,0,0,0,0,11,2008,9,5,224000
1163,20,4,109.0,8724,2,0,4,4,1,5,1,20,3,3,1,3,5,5,1968,1968,2,2,13,14,3,0.0,4,5,2,3,4,4,2,492,6,0,402,894,2,3,2,5,894,0,0,894,0,0,1,0,3,1,4,5,7,1,4,2,1968.0,1,2,450,5,5,3,0,0,0,0,0,0,0,0,0,0,5,2007,9,5,129000
1164,90,4,60.0,12900,2,0,4,4,1,5,1,20,2,3,3,7,4,4,1969,1969,2,2,10,11,3,0.0,4,5,2,3,4,1,3,1198,6,0,0,1198,2,5,2,5,1258,0,0,1258,2,0,0,2,0,2,4,6,7,0,0,5,1969.0,3,2,400,2,5,3,120,0,0,0,0,0,0,0,0,0,1,2008,9,3,108959
1165,80,4,69.0,16157,2,0,1,4,1,3,1,25,2,3,1,8,5,7,1978,1978,2,2,10,11,3,0.0,4,5,3,3,4,2,1,680,5,391,289,1360,2,1,2,5,1432,0,0,1432,1,0,1,1,2,1,3,5,7,1,5,2,1978.0,3,2,588,5,5,3,168,180,0,0,0,0,0,0,0,0,6,2007,9,5,194000
1166,20,4,79.0,9541,2,0,1,4,1,5,1,17,3,3,1,3,7,5,2009,2009,2,2,13,14,4,268.0,3,5,3,3,4,4,6,0,6,0,1502,1502,2,1,2,5,1502,0,0,1502,0,0,2,0,3,1,3,7,7,0,0,2,2009.0,2,2,644,5,5,3,0,114,0,0,0,0,0,0,0,0,9,2009,7,6,233170
1167,20,4,64.0,10475,2,0,1,4,1,1,1,6,3,3,1,3,8,5,2008,2008,2,2,13,14,4,72.0,3,5,3,3,4,1,6,0,6,0,1694,1694,2,1,2,5,1694,0,0,1694,0,0,2,0,3,1,3,7,7,0,0,2,2008.0,2,3,776,5,5,3,160,33,0,0,0,0,0,0,0,0,2,2010,9,5,245350
1168,60,4,58.0,10852,2,0,1,4,1,5,1,9,7,3,1,6,6,5,2000,2000,2,2,13,14,3,0.0,4,5,3,3,4,4,3,786,6,0,173,959,2,1,2,5,959,712,0,1671,1,0,2,1,3,1,4,7,7,1,5,2,2000.0,1,2,472,5,5,3,0,38,0,0,0,0,0,0,0,0,2,2006,9,5,173000
1169,70,4,120.0,13728,2,0,4,4,1,1,1,8,3,3,1,6,6,7,1935,1986,4,2,12,13,3,0.0,4,5,2,4,4,4,5,626,6,0,501,1127,2,1,2,5,1236,872,0,2108,0,0,2,0,4,1,3,7,7,2,5,3,1935.0,3,2,540,5,5,3,0,0,0,0,90,0,0,0,0,0,7,2008,9,5,235000
1170,60,4,118.0,35760,2,0,1,4,1,2,1,16,3,3,1,6,10,5,1995,1996,4,2,7,7,2,1378.0,3,3,3,1,4,2,3,1387,6,0,543,1930,2,1,2,5,1831,1796,0,3627,1,0,3,1,4,1,3,10,7,1,5,2,1995.0,1,3,807,5,5,3,361,76,0,0,0,0,0,0,0,0,7,2006,9,5,625000
1171,80,4,76.0,9880,2,0,4,4,1,5,1,12,3,3,1,8,6,6,1977,1977,2,2,10,11,3,0.0,4,5,2,4,4,1,1,522,6,0,574,1096,2,5,2,5,1118,0,0,1118,1,0,1,0,3,1,4,6,7,1,4,2,1977.0,1,1,358,5,5,3,203,0,0,0,0,576,3,1,0,0,7,2008,9,5,171000
1172,20,4,76.0,9120,2,0,4,4,1,5,1,13,3,3,1,3,6,6,1958,1958,4,2,9,9,3,0.0,4,5,2,4,4,4,1,662,6,0,599,1261,2,1,2,5,1261,0,0,1261,1,0,1,0,3,1,4,6,7,1,5,2,1958.0,2,2,433,5,5,3,0,0,0,0,288,0,0,0,3,1400,11,2008,9,5,163000
1173,160,2,35.0,4017,2,2,1,4,1,5,1,22,3,3,5,6,7,5,2006,2007,2,2,9,9,3,0.0,3,5,3,3,4,4,6,0,6,0,625,625,2,1,2,5,625,625,0,1250,0,0,2,1,2,1,3,5,7,0,0,6,2006.0,1,2,625,5,5,3,0,54,0,0,0,0,0,0,0,0,3,2008,9,5,171900
